heuristic,machines,tasks,makespan,time_nano,iterations,param
SimulatedAnnealing,20,90,202,11000,92,0.85
SimulatedAnnealing,20,90,239,10910,92,0.85
SimulatedAnnealing,20,90,277,10830,92,0.85
SimulatedAnnealing,20,90,284,9649,92,0.85
SimulatedAnnealing,20,90,295,9568,92,0.85
SimulatedAnnealing,20,90,269,9518,92,0.85
SimulatedAnnealing,20,90,277,9638,92,0.85
SimulatedAnnealing,20,90,226,9117,70,0.85
SimulatedAnnealing,20,90,220,10960,92,0.85
SimulatedAnnealing,20,90,267,11772,92,0.85
SimulatedAnnealing,20,90,291,9829,92,0.85
SimulatedAnnealing,20,90,261,9649,92,0.85
SimulatedAnnealing,20,90,285,9918,92,0.85
SimulatedAnnealing,20,90,269,9669,92,0.85
SimulatedAnnealing,20,90,302,9427,92,0.85
SimulatedAnnealing,20,90,238,8737,70,0.85
SimulatedAnnealing,20,90,268,10870,92,0.85
SimulatedAnnealing,20,90,245,9458,73,0.85
SimulatedAnnealing,20,90,243,7785,69,0.85
SimulatedAnnealing,20,90,267,9338,92,0.85
SimulatedAnnealing,20,90,241,8195,71,0.85
SimulatedAnnealing,20,90,267,9678,92,0.85
SimulatedAnnealing,20,90,272,9808,92,0.85
SimulatedAnnealing,20,90,275,12162,92,0.85
SimulatedAnnealing,20,90,293,11492,92,0.85
SimulatedAnnealing,20,90,205,9016,69,0.85
SimulatedAnnealing,20,90,246,9668,92,0.85
SimulatedAnnealing,20,90,260,9477,92,0.85
SimulatedAnnealing,20,90,215,7915,71,0.85
SimulatedAnnealing,20,90,287,9407,92,0.85
SimulatedAnnealing,20,90,222,10770,92,0.85
SimulatedAnnealing,20,90,269,10540,92,0.85
SimulatedAnnealing,20,90,232,10589,92,0.85
SimulatedAnnealing,20,90,275,10670,92,0.85
SimulatedAnnealing,20,90,308,9728,92,0.85
SimulatedAnnealing,20,90,307,9728,92,0.85
SimulatedAnnealing,20,90,255,9678,92,0.85
SimulatedAnnealing,20,90,277,9739,92,0.85
SimulatedAnnealing,20,90,272,11752,92,0.85
SimulatedAnnealing,20,90,257,10720,92,0.85
SimulatedAnnealing,20,90,228,10911,92,0.85
SimulatedAnnealing,20,90,233,8165,72,0.85
SimulatedAnnealing,20,90,313,9879,92,0.85
SimulatedAnnealing,20,90,219,8225,72,0.85
SimulatedAnnealing,20,90,276,9588,92,0.85
SimulatedAnnealing,20,90,226,8095,71,0.85
SimulatedAnnealing,20,90,291,11010,92,0.85
SimulatedAnnealing,20,90,281,10580,92,0.85
SimulatedAnnealing,20,90,267,11051,92,0.85
SimulatedAnnealing,20,90,283,9888,92,0.85
SimulatedAnnealing,20,90,294,9368,92,0.85
SimulatedAnnealing,20,90,236,7614,69,0.85
SimulatedAnnealing,20,90,256,9578,92,0.85
SimulatedAnnealing,20,90,279,9558,92,0.85
SimulatedAnnealing,20,90,270,10750,92,0.85
SimulatedAnnealing,20,90,271,10891,92,0.85
SimulatedAnnealing,20,90,273,10901,92,0.85
SimulatedAnnealing,20,90,280,9778,92,0.85
SimulatedAnnealing,20,90,201,7785,70,0.85
SimulatedAnnealing,20,90,209,7945,70,0.85
SimulatedAnnealing,20,90,298,9508,92,0.85
SimulatedAnnealing,20,90,312,12193,92,0.85
SimulatedAnnealing,20,90,275,10840,92,0.85
SimulatedAnnealing,20,90,261,10680,92,0.85
SimulatedAnnealing,20,90,282,10710,92,0.85
SimulatedAnnealing,20,90,279,9208,92,0.85
SimulatedAnnealing,20,90,271,9688,92,0.85
SimulatedAnnealing,20,90,270,9298,92,0.85
SimulatedAnnealing,20,90,236,9548,92,0.85
SimulatedAnnealing,20,90,269,11000,92,0.85
SimulatedAnnealing,20,90,293,11141,92,0.85
SimulatedAnnealing,20,90,249,11061,92,0.85
SimulatedAnnealing,20,90,219,9387,71,0.85
SimulatedAnnealing,20,90,285,9137,92,0.85
SimulatedAnnealing,20,90,280,9798,92,0.85
SimulatedAnnealing,20,90,257,9497,92,0.85
SimulatedAnnealing,20,90,288,9748,92,0.85
SimulatedAnnealing,20,90,260,10910,92,0.85
SimulatedAnnealing,20,90,210,10961,92,0.85
SimulatedAnnealing,20,90,213,10480,92,0.85
SimulatedAnnealing,20,90,266,9558,92,0.85
SimulatedAnnealing,20,90,216,7765,70,0.85
SimulatedAnnealing,20,90,215,9278,92,0.85
SimulatedAnnealing,20,90,277,9568,92,0.85
SimulatedAnnealing,20,90,277,9678,92,0.85
SimulatedAnnealing,20,90,279,10620,92,0.85
SimulatedAnnealing,20,90,278,10941,92,0.85
SimulatedAnnealing,20,90,296,10680,92,0.85
SimulatedAnnealing,20,90,275,9317,92,0.85
SimulatedAnnealing,20,90,282,9448,92,0.85
SimulatedAnnealing,20,90,215,7704,69,0.85
SimulatedAnnealing,20,90,283,9618,92,0.85
SimulatedAnnealing,20,90,254,10610,92,0.85
SimulatedAnnealing,20,90,198,8937,68,0.85
SimulatedAnnealing,20,90,249,11692,92,0.85
SimulatedAnnealing,20,90,216,13836,92,0.85
SimulatedAnnealing,20,90,259,9628,92,0.85
SimulatedAnnealing,20,90,263,9287,92,0.85
SimulatedAnnealing,20,90,279,9628,92,0.85
SimulatedAnnealing,20,90,289,9618,92,0.85
SimulatedAnnealing,20,90,270,10630,92,0.90
SimulatedAnnealing,20,90,298,10580,92,0.90
SimulatedAnnealing,20,90,292,10530,92,0.90
SimulatedAnnealing,20,90,277,10821,92,0.90
SimulatedAnnealing,20,90,225,8156,71,0.90
SimulatedAnnealing,20,90,226,9648,92,0.90
SimulatedAnnealing,20,90,306,9568,92,0.90
SimulatedAnnealing,20,90,258,9448,92,0.90
SimulatedAnnealing,20,90,216,11712,92,0.90
SimulatedAnnealing,20,90,280,10670,92,0.90
SimulatedAnnealing,20,90,258,10690,92,0.90
SimulatedAnnealing,20,90,244,9228,92,0.90
SimulatedAnnealing,20,90,283,9348,92,0.90
SimulatedAnnealing,20,90,223,7915,69,0.90
SimulatedAnnealing,20,90,274,9468,92,0.90
SimulatedAnnealing,20,90,258,9247,92,0.90
SimulatedAnnealing,20,90,259,10630,92,0.90
SimulatedAnnealing,20,90,291,10710,92,0.90
SimulatedAnnealing,20,90,229,9588,72,0.90
SimulatedAnnealing,20,90,314,9337,92,0.90
SimulatedAnnealing,20,90,262,9448,92,0.90
SimulatedAnnealing,20,90,261,9518,92,0.90
SimulatedAnnealing,20,90,285,9357,92,0.90
SimulatedAnnealing,20,90,266,10480,92,0.90
SimulatedAnnealing,20,90,237,10691,92,0.90
SimulatedAnnealing,20,90,274,10741,92,0.90
SimulatedAnnealing,20,90,277,10760,92,0.90
SimulatedAnnealing,20,90,229,7765,71,0.90
SimulatedAnnealing,20,90,278,9598,92,0.90
SimulatedAnnealing,20,90,244,9588,92,0.90
SimulatedAnnealing,20,90,252,9368,92,0.90
SimulatedAnnealing,20,90,291,10670,92,0.90
SimulatedAnnealing,20,90,253,10430,92,0.90
SimulatedAnnealing,20,90,285,10770,92,0.90
SimulatedAnnealing,20,90,316,11001,92,0.90
SimulatedAnnealing,20,90,280,9478,92,0.90
SimulatedAnnealing,20,90,308,9678,92,0.90
SimulatedAnnealing,20,90,286,9528,92,0.90
SimulatedAnnealing,20,90,290,9478,92,0.90
SimulatedAnnealing,20,90,220,9398,68,0.90
SimulatedAnnealing,20,90,269,10841,92,0.90
SimulatedAnnealing,20,90,301,11021,92,0.90
SimulatedAnnealing,20,90,279,9628,92,0.90
SimulatedAnnealing,20,90,230,9428,92,0.90
SimulatedAnnealing,20,90,279,9478,92,0.90
SimulatedAnnealing,20,90,280,9287,92,0.90
SimulatedAnnealing,20,90,303,9247,92,0.90
SimulatedAnnealing,20,90,262,10820,92,0.90
SimulatedAnnealing,20,90,297,10850,92,0.90
SimulatedAnnealing,20,90,298,10820,92,0.90
SimulatedAnnealing,20,90,210,9578,92,0.90
SimulatedAnnealing,20,90,227,8095,72,0.90
SimulatedAnnealing,20,90,273,9608,92,0.90
SimulatedAnnealing,20,90,302,9528,92,0.90
SimulatedAnnealing,20,90,281,11050,92,0.90
SimulatedAnnealing,20,90,281,15019,92,0.90
SimulatedAnnealing,20,90,286,10970,92,0.90
SimulatedAnnealing,20,90,302,10800,92,0.90
SimulatedAnnealing,20,90,285,9468,92,0.90
SimulatedAnnealing,20,90,258,9548,92,0.90
SimulatedAnnealing,20,90,265,9689,92,0.90
SimulatedAnnealing,20,90,315,9537,92,0.90
SimulatedAnnealing,20,90,263,10780,92,0.90
SimulatedAnnealing,20,90,205,10730,92,0.90
SimulatedAnnealing,20,90,302,11421,92,0.90
SimulatedAnnealing,20,90,262,10640,92,0.90
SimulatedAnnealing,20,90,327,9669,92,0.90
SimulatedAnnealing,20,90,280,9728,92,0.90
SimulatedAnnealing,20,90,284,9658,92,0.90
SimulatedAnnealing,20,90,280,9738,92,0.90
SimulatedAnnealing,20,90,268,10910,92,0.90
SimulatedAnnealing,20,90,288,11091,92,0.90
SimulatedAnnealing,20,90,304,10650,92,0.90
SimulatedAnnealing,20,90,278,9488,92,0.90
SimulatedAnnealing,20,90,279,9548,92,0.90
SimulatedAnnealing,20,90,287,9728,92,0.90
SimulatedAnnealing,20,90,244,9497,92,0.90
SimulatedAnnealing,20,90,243,9568,92,0.90
SimulatedAnnealing,20,90,278,10489,92,0.90
SimulatedAnnealing,20,90,303,11812,92,0.90
SimulatedAnnealing,20,90,312,10851,92,0.90
SimulatedAnnealing,20,90,272,9358,92,0.90
SimulatedAnnealing,20,90,308,9698,92,0.90
SimulatedAnnealing,20,90,238,8015,73,0.90
SimulatedAnnealing,20,90,304,9458,92,0.90
SimulatedAnnealing,20,90,214,9227,73,0.90
SimulatedAnnealing,20,90,268,10870,92,0.90
SimulatedAnnealing,20,90,214,9097,69,0.90
SimulatedAnnealing,20,90,288,10861,92,0.90
SimulatedAnnealing,20,90,219,8145,70,0.90
SimulatedAnnealing,20,90,264,9688,92,0.90
SimulatedAnnealing,20,90,316,9538,92,0.90
SimulatedAnnealing,20,90,285,9658,92,0.90
SimulatedAnnealing,20,90,267,10950,92,0.90
SimulatedAnnealing,20,90,266,10870,92,0.90
SimulatedAnnealing,20,90,265,10960,92,0.90
SimulatedAnnealing,20,90,285,11011,92,0.90
SimulatedAnnealing,20,90,220,7795,71,0.90
SimulatedAnnealing,20,90,263,9408,92,0.90
SimulatedAnnealing,20,90,279,9407,92,0.90
SimulatedAnnealing,20,90,278,9568,92,0.95
SimulatedAnnealing,20,90,278,10360,92,0.95
SimulatedAnnealing,20,90,289,10861,92,0.95
SimulatedAnnealing,20,90,264,10760,92,0.95
SimulatedAnnealing,20,90,272,9418,92,0.95
SimulatedAnnealing,20,90,244,9678,92,0.95
SimulatedAnnealing,20,90,291,9478,92,0.95
SimulatedAnnealing,20,90,231,9528,92,0.95
SimulatedAnnealing,20,90,263,9357,92,0.95
SimulatedAnnealing,20,90,279,11071,92,0.95
SimulatedAnnealing,20,90,280,10620,92,0.95
SimulatedAnnealing,20,90,261,10781,92,0.95
SimulatedAnnealing,20,90,283,9478,92,0.95
SimulatedAnnealing,20,90,298,9698,92,0.95
SimulatedAnnealing,20,90,293,9699,92,0.95
SimulatedAnnealing,20,90,238,10750,92,0.95
SimulatedAnnealing,20,90,315,10780,92,0.95
SimulatedAnnealing,20,90,270,10300,92,0.95
SimulatedAnnealing,20,90,282,11211,92,0.95
SimulatedAnnealing,20,90,263,10830,92,0.95
SimulatedAnnealing,20,90,247,9648,92,0.95
SimulatedAnnealing,20,90,220,7975,72,0.95
SimulatedAnnealing,20,90,281,9678,92,0.95
SimulatedAnnealing,20,90,313,9668,92,0.95
SimulatedAnnealing,20,90,253,10800,92,0.95
SimulatedAnnealing,20,90,286,10911,92,0.95
SimulatedAnnealing,20,90,291,10449,92,0.95
SimulatedAnnealing,20,90,213,11000,92,0.95
SimulatedAnnealing,20,90,243,9417,92,0.95
SimulatedAnnealing,20,90,273,9508,92,0.95
SimulatedAnnealing,20,90,277,9237,92,0.95
SimulatedAnnealing,20,90,198,7934,70,0.95
SimulatedAnnealing,20,90,291,10770,92,0.95
SimulatedAnnealing,20,90,282,10250,92,0.95
SimulatedAnnealing,20,90,263,11401,92,0.95
SimulatedAnnealing,20,90,223,7915,70,0.95
SimulatedAnnealing,20,90,294,9518,92,0.95
SimulatedAnnealing,20,90,272,9699,92,0.95
SimulatedAnnealing,20,90,284,9488,92,0.95
SimulatedAnnealing,20,90,272,9498,92,0.95
SimulatedAnnealing,20,90,226,10479,92,0.95
SimulatedAnnealing,20,90,210,9077,69,0.95
SimulatedAnnealing,20,90,271,10820,92,0.95
SimulatedAnnealing,20,90,313,9488,92,0.95
SimulatedAnnealing,20,90,288,9548,92,0.95
SimulatedAnnealing,20,90,301,9658,92,0.95
SimulatedAnnealing,20,90,274,9237,92,0.95
SimulatedAnnealing,20,90,270,10871,92,0.95
SimulatedAnnealing,20,90,272,10940,92,0.95
SimulatedAnnealing,20,90,248,10640,92,0.95
SimulatedAnnealing,20,90,313,12543,92,0.95
SimulatedAnnealing,20,90,260,9478,92,0.95
SimulatedAnnealing,20,90,230,9558,92,0.95
SimulatedAnnealing,20,90,289,9418,92,0.95
SimulatedAnnealing,20,90,276,9658,92,0.95
SimulatedAnnealing,20,90,312,10901,92,0.95
SimulatedAnnealing,20,90,285,11030,92,0.95
SimulatedAnnealing,20,90,211,8957,68,0.95
SimulatedAnnealing,20,90,234,10680,92,0.95
SimulatedAnnealing,20,90,243,9578,92,0.95
SimulatedAnnealing,20,90,246,9709,92,0.95
SimulatedAnnealing,20,90,297,9368,92,0.95
SimulatedAnnealing,20,90,268,9708,92,0.95
SimulatedAnnealing,20,90,302,11873,92,0.95
SimulatedAnnealing,20,90,272,10930,92,0.95
SimulatedAnnealing,20,90,276,28634,92,0.95
SimulatedAnnealing,20,90,225,7945,72,0.95
SimulatedAnnealing,20,90,284,9688,92,0.95
SimulatedAnnealing,20,90,290,9418,92,0.95
SimulatedAnnealing,20,90,248,9378,92,0.95
SimulatedAnnealing,20,90,266,9588,92,0.95
SimulatedAnnealing,20,90,275,10660,92,0.95
SimulatedAnnealing,20,90,273,10911,92,0.95
SimulatedAnnealing,20,90,234,12503,69,0.95
SimulatedAnnealing,20,90,282,9568,92,0.95
SimulatedAnnealing,20,90,285,9548,92,0.95
SimulatedAnnealing,20,90,268,9958,92,0.95
SimulatedAnnealing,20,90,285,9518,92,0.95
SimulatedAnnealing,20,90,283,9788,92,0.95
SimulatedAnnealing,20,90,320,11091,92,0.95
SimulatedAnnealing,20,90,276,11161,92,0.95
SimulatedAnnealing,20,90,276,10299,92,0.95
SimulatedAnnealing,20,90,300,9658,92,0.95
SimulatedAnnealing,20,90,304,9608,92,0.95
SimulatedAnnealing,20,90,274,9648,92,0.95
SimulatedAnnealing,20,90,274,9358,92,0.95
SimulatedAnnealing,20,90,259,10760,92,0.95
SimulatedAnnealing,20,90,293,10800,92,0.95
SimulatedAnnealing,20,90,295,15529,92,0.95
SimulatedAnnealing,20,90,281,11081,92,0.95
SimulatedAnnealing,20,90,258,9528,92,0.95
SimulatedAnnealing,20,90,216,7734,68,0.95
SimulatedAnnealing,20,90,278,9358,92,0.95
SimulatedAnnealing,20,90,267,9739,92,0.95
SimulatedAnnealing,20,90,274,10730,92,0.95
SimulatedAnnealing,20,90,266,10840,92,0.95
SimulatedAnnealing,20,90,286,11051,92,0.95
SimulatedAnnealing,20,90,282,9458,92,0.95
SimulatedAnnealing,20,90,239,9538,92,0.95
SimulatedAnnealing,20,90,284,9738,92,0.95
SimulatedAnnealing,20,90,200,7804,66,0.99
SimulatedAnnealing,20,90,285,9758,92,0.99
SimulatedAnnealing,20,90,269,10620,92,0.99
SimulatedAnnealing,20,90,308,10620,92,0.99
SimulatedAnnealing,20,90,280,11912,92,0.99
SimulatedAnnealing,20,90,318,9658,92,0.99
SimulatedAnnealing,20,90,308,9458,92,0.99
SimulatedAnnealing,20,90,280,9408,92,0.99
SimulatedAnnealing,20,90,221,7534,67,0.99
SimulatedAnnealing,20,90,306,9407,92,0.99
SimulatedAnnealing,20,90,311,10700,92,0.99
SimulatedAnnealing,20,90,292,10970,92,0.99
SimulatedAnnealing,20,90,209,8977,68,0.99
SimulatedAnnealing,20,90,276,9468,92,0.99
SimulatedAnnealing,20,90,293,9618,92,0.99
SimulatedAnnealing,20,90,229,7704,69,0.99
SimulatedAnnealing,20,90,262,9789,92,0.99
SimulatedAnnealing,20,90,259,10830,92,0.99
SimulatedAnnealing,20,90,316,11070,92,0.99
SimulatedAnnealing,20,90,293,10620,92,0.99
SimulatedAnnealing,20,90,279,10680,92,0.99
SimulatedAnnealing,20,90,234,8015,70,0.99
SimulatedAnnealing,20,90,297,9337,92,0.99
SimulatedAnnealing,20,90,279,9508,92,0.99
SimulatedAnnealing,20,90,268,9237,92,0.99
SimulatedAnnealing,20,90,320,10911,92,0.99
SimulatedAnnealing,20,90,288,12183,92,0.99
SimulatedAnnealing,20,90,253,10590,92,0.99
SimulatedAnnealing,20,90,276,10860,92,0.99
SimulatedAnnealing,20,90,284,9768,92,0.99
SimulatedAnnealing,20,90,279,9608,92,0.99
SimulatedAnnealing,20,90,263,9528,92,0.99
SimulatedAnnealing,20,90,262,9718,92,0.99
SimulatedAnnealing,20,90,321,11722,92,0.99
SimulatedAnnealing,20,90,234,9027,70,0.99
SimulatedAnnealing,20,90,260,10570,92,0.99
SimulatedAnnealing,20,90,210,7865,70,0.99
SimulatedAnnealing,20,90,293,9598,92,0.99
SimulatedAnnealing,20,90,296,9488,92,0.99
SimulatedAnnealing,20,90,279,9658,92,0.99
SimulatedAnnealing,20,90,287,9698,92,0.99
SimulatedAnnealing,20,90,212,9017,68,0.99
SimulatedAnnealing,20,90,284,10770,92,0.99
SimulatedAnnealing,20,90,281,11031,92,0.99
SimulatedAnnealing,20,90,267,9438,92,0.99
SimulatedAnnealing,20,90,234,9588,92,0.99
SimulatedAnnealing,20,90,230,7895,71,0.99
SimulatedAnnealing,20,90,256,9538,92,0.99
SimulatedAnnealing,20,90,263,10920,92,0.99
SimulatedAnnealing,20,90,284,10730,92,0.99
SimulatedAnnealing,20,90,227,10741,92,0.99
SimulatedAnnealing,20,90,286,10560,92,0.99
SimulatedAnnealing,20,90,282,9418,92,0.99
SimulatedAnnealing,20,90,298,9508,92,0.99
SimulatedAnnealing,20,90,274,9658,92,0.99
SimulatedAnnealing,20,90,289,9588,92,0.99
SimulatedAnnealing,20,90,248,10580,92,0.99
SimulatedAnnealing,20,90,264,10960,92,0.99
SimulatedAnnealing,20,90,226,9397,71,0.99
SimulatedAnnealing,20,90,221,11211,92,0.99
SimulatedAnnealing,20,90,217,8025,70,0.99
SimulatedAnnealing,20,90,279,9659,92,0.99
SimulatedAnnealing,20,90,293,9588,92,0.99
SimulatedAnnealing,20,90,273,9679,92,0.99
SimulatedAnnealing,20,90,205,10760,71,0.99
SimulatedAnnealing,20,90,260,10881,92,0.99
SimulatedAnnealing,20,90,263,11001,92,0.99
SimulatedAnnealing,20,90,286,9247,92,0.99
SimulatedAnnealing,20,90,234,7985,72,0.99
SimulatedAnnealing,20,90,254,9487,92,0.99
SimulatedAnnealing,20,90,220,7784,71,0.99
SimulatedAnnealing,20,90,270,9548,92,0.99
SimulatedAnnealing,20,90,285,10290,92,0.99
SimulatedAnnealing,20,90,281,10440,92,0.99
SimulatedAnnealing,20,90,271,10680,92,0.99
SimulatedAnnealing,20,90,267,9338,92,0.99
SimulatedAnnealing,20,90,264,9578,92,0.99
SimulatedAnnealing,20,90,244,9488,92,0.99
SimulatedAnnealing,20,90,201,7825,71,0.99
SimulatedAnnealing,20,90,284,10650,92,0.99
SimulatedAnnealing,20,90,281,10660,92,0.99
SimulatedAnnealing,20,90,267,10720,92,0.99
SimulatedAnnealing,20,90,270,11642,92,0.99
SimulatedAnnealing,20,90,295,9548,92,0.99
SimulatedAnnealing,20,90,306,9487,92,0.99
SimulatedAnnealing,20,90,235,9568,92,0.99
SimulatedAnnealing,20,90,273,9167,92,0.99
SimulatedAnnealing,20,90,280,10570,92,0.99
SimulatedAnnealing,20,90,290,11191,92,0.99
SimulatedAnnealing,20,90,263,10780,92,0.99
SimulatedAnnealing,20,90,270,14116,92,0.99
SimulatedAnnealing,20,90,278,9237,92,0.99
SimulatedAnnealing,20,90,268,9377,92,0.99
SimulatedAnnealing,20,90,269,9318,92,0.99
SimulatedAnnealing,20,90,243,9378,92,0.99
SimulatedAnnealing,20,90,227,9077,69,0.99
SimulatedAnnealing,20,90,283,10670,92,0.99
SimulatedAnnealing,20,90,260,10610,92,0.99
SimulatedAnnealing,20,90,251,9458,92,0.99
SimulatedAnnealing,20,90,277,9498,92,0.99
SimulatedAnnealing,20,400,1002,53350,313,0.80
SimulatedAnnealing,20,400,999,50265,315,0.80
SimulatedAnnealing,20,400,993,49813,311,0.80
SimulatedAnnealing,20,400,992,57207,402,0.80
SimulatedAnnealing,20,400,1022,69130,314,0.80
SimulatedAnnealing,20,400,990,54462,311,0.80
SimulatedAnnealing,20,400,1017,50585,309,0.80
SimulatedAnnealing,20,400,1017,50795,312,0.80
SimulatedAnnealing,20,400,1012,50655,317,0.80
SimulatedAnnealing,20,400,975,50375,305,0.80
SimulatedAnnealing,20,400,987,57608,402,0.80
SimulatedAnnealing,20,400,1039,50094,315,0.80
SimulatedAnnealing,20,400,1000,50244,317,0.80
SimulatedAnnealing,20,400,1037,50355,318,0.80
SimulatedAnnealing,20,400,997,50204,318,0.80
SimulatedAnnealing,20,400,997,49693,307,0.80
SimulatedAnnealing,20,400,1033,53049,315,0.80
SimulatedAnnealing,20,400,1017,50725,317,0.80
SimulatedAnnealing,20,400,1001,50024,308,0.80
SimulatedAnnealing,20,400,1023,50895,318,0.80
SimulatedAnnealing,20,400,1023,52047,318,0.80
SimulatedAnnealing,20,400,978,49483,309,0.80
SimulatedAnnealing,20,400,1005,57889,402,0.80
SimulatedAnnealing,20,400,1025,50445,313,0.80
SimulatedAnnealing,20,400,1064,56245,402,0.80
SimulatedAnnealing,20,400,1008,58109,402,0.80
SimulatedAnnealing,20,400,1011,57318,402,0.80
SimulatedAnnealing,20,400,1003,48751,307,0.80
SimulatedAnnealing,20,400,1044,50565,315,0.80
SimulatedAnnealing,20,400,978,50475,317,0.80
SimulatedAnnealing,20,400,1012,58339,402,0.80
SimulatedAnnealing,20,400,1016,50214,313,0.80
SimulatedAnnealing,20,400,980,50946,310,0.80
SimulatedAnnealing,20,400,1009,50205,316,0.80
SimulatedAnnealing,20,400,969,49773,311,0.80
SimulatedAnnealing,20,400,1014,49573,310,0.80
SimulatedAnnealing,20,400,1029,58119,402,0.80
SimulatedAnnealing,20,400,1023,50174,316,0.80
SimulatedAnnealing,20,400,1015,49583,313,0.80
SimulatedAnnealing,20,400,1048,49793,312,0.80
SimulatedAnnealing,20,400,1018,49714,309,0.80
SimulatedAnnealing,20,400,1009,57107,402,0.80
SimulatedAnnealing,20,400,1002,55013,309,0.80
SimulatedAnnealing,20,400,997,50234,304,0.80
SimulatedAnnealing,20,400,939,49462,312,0.80
SimulatedAnnealing,20,400,1004,50495,317,0.80
SimulatedAnnealing,20,400,1043,49433,310,0.80
SimulatedAnnealing,20,400,1042,50856,318,0.80
SimulatedAnnealing,20,400,982,52148,311,0.80
SimulatedAnnealing,20,400,988,56175,402,0.80
SimulatedAnnealing,20,400,1014,50044,315,0.80
SimulatedAnnealing,20,400,980,49684,303,0.80
SimulatedAnnealing,20,400,964,49874,310,0.80
SimulatedAnnealing,20,400,1005,57949,402,0.80
SimulatedAnnealing,20,400,981,50144,310,0.80
SimulatedAnnealing,20,400,995,50384,314,0.80
SimulatedAnnealing,20,400,1043,58220,402,0.80
SimulatedAnnealing,20,400,1041,50415,315,0.80
SimulatedAnnealing,20,400,1013,50525,306,0.80
SimulatedAnnealing,20,400,987,49944,312,0.80
SimulatedAnnealing,20,400,1029,57057,402,0.80
SimulatedAnnealing,20,400,1025,49423,314,0.80
SimulatedAnnealing,20,400,1004,50204,313,0.80
SimulatedAnnealing,20,400,1024,50274,313,0.80
SimulatedAnnealing,20,400,982,52058,319,0.80
SimulatedAnnealing,20,400,949,50364,312,0.80
SimulatedAnnealing,20,400,980,49413,308,0.80
SimulatedAnnealing,20,400,989,57188,402,0.80
SimulatedAnnealing,20,400,961,50145,308,0.80
SimulatedAnnealing,20,400,1008,57177,402,0.80
SimulatedAnnealing,20,400,990,56676,402,0.80
SimulatedAnnealing,20,400,1017,50023,312,0.80
SimulatedAnnealing,20,400,1038,49012,312,0.80
SimulatedAnnealing,20,400,955,50435,305,0.80
SimulatedAnnealing,20,400,996,50244,312,0.80
SimulatedAnnealing,20,400,1001,49953,312,0.80
SimulatedAnnealing,20,400,982,49352,312,0.80
SimulatedAnnealing,20,400,1019,50134,311,0.80
SimulatedAnnealing,20,400,1103,50484,322,0.80
SimulatedAnnealing,20,400,1000,51206,313,0.80
SimulatedAnnealing,20,400,1003,50364,317,0.80
SimulatedAnnealing,20,400,1018,49883,317,0.80
SimulatedAnnealing,20,400,1022,50355,317,0.80
SimulatedAnnealing,20,400,1061,55564,402,0.80
SimulatedAnnealing,20,400,1023,50384,318,0.80
SimulatedAnnealing,20,400,1020,50014,311,0.80
SimulatedAnnealing,20,400,979,49413,304,0.80
SimulatedAnnealing,20,400,1004,50224,317,0.80
SimulatedAnnealing,20,400,996,49944,314,0.80
SimulatedAnnealing,20,400,1063,50995,313,0.80
SimulatedAnnealing,20,400,1000,50965,317,0.80
SimulatedAnnealing,20,400,1024,49773,311,0.80
SimulatedAnnealing,20,400,1025,49252,311,0.80
SimulatedAnnealing,20,400,1042,50144,316,0.80
SimulatedAnnealing,20,400,999,50595,312,0.80
SimulatedAnnealing,20,400,1027,57478,402,0.80
SimulatedAnnealing,20,400,1000,50224,309,0.80
SimulatedAnnealing,20,400,1043,49522,310,0.80
SimulatedAnnealing,20,400,999,49242,310,0.80
SimulatedAnnealing,20,400,978,50054,313,0.80
SimulatedAnnealing,20,400,971,48281,304,0.85
SimulatedAnnealing,20,400,1057,49894,312,0.85
SimulatedAnnealing,20,400,999,50194,313,0.85
SimulatedAnnealing,20,400,994,49292,307,0.85
SimulatedAnnealing,20,400,1020,50084,311,0.85
SimulatedAnnealing,20,400,1000,49914,312,0.85
SimulatedAnnealing,20,400,1021,50044,316,0.85
SimulatedAnnealing,20,400,1012,50995,316,0.85
SimulatedAnnealing,20,400,963,51066,314,0.85
SimulatedAnnealing,20,400,980,50334,312,0.85
SimulatedAnnealing,20,400,1044,50414,312,0.85
SimulatedAnnealing,20,400,953,49773,313,0.85
SimulatedAnnealing,20,400,1022,49883,314,0.85
SimulatedAnnealing,20,400,1004,50585,318,0.85
SimulatedAnnealing,20,400,1007,50034,310,0.85
SimulatedAnnealing,20,400,1002,50615,308,0.85
SimulatedAnnealing,20,400,1007,62958,402,0.85
SimulatedAnnealing,20,400,1012,50014,313,0.85
SimulatedAnnealing,20,400,1008,56937,402,0.85
SimulatedAnnealing,20,400,1010,50074,315,0.85
SimulatedAnnealing,20,400,935,49883,304,0.85
SimulatedAnnealing,20,400,980,50164,311,0.85
SimulatedAnnealing,20,400,1037,50434,315,0.85
SimulatedAnnealing,20,400,1001,49934,307,0.85
SimulatedAnnealing,20,400,1004,49553,307,0.85
SimulatedAnnealing,20,400,1016,49813,317,0.85
SimulatedAnnealing,20,400,1007,55884,402,0.85
SimulatedAnnealing,20,400,993,56596,402,0.85
SimulatedAnnealing,20,400,1011,56325,402,0.85
SimulatedAnnealing,20,400,1058,50305,317,0.85
SimulatedAnnealing,20,400,999,50104,313,0.85
SimulatedAnnealing,20,400,1031,56796,402,0.85
SimulatedAnnealing,20,400,1042,49442,311,0.85
SimulatedAnnealing,20,400,942,49854,318,0.85
